,Unnamed: 0,Formatted Date,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Summary
5837,5837,2015-09-22 05:00:00.000 +0200,rain,7.377777777777778,6.566666666666666,0.95,5.6833,340.0,15.3111,0.0,1014.26,Clear
5838,5838,2015-09-22 06:00:00.000 +0200,rain,7.138888888888889,7.138888888888889,1.0,4.83,340.0,16.1,0.0,1014.05,Clear
5839,5839,2015-09-22 07:00:00.000 +0200,rain,7.694444444444445,7.694444444444445,1.0,3.1878,22.0,15.1823,0.0,1014.33,Partly Cloudy
5840,5840,2015-09-22 08:00:00.000 +0200,rain,11.827777777777776,11.827777777777776,0.81,4.459700000000001,25.0,15.552600000000002,0.0,1014.07,Partly Cloudy
5841,5841,2015-09-22 09:00:00.000 +0200,rain,14.8,14.8,0.69,7.969500000000001,42.0,16.1,0.0,1013.93,Partly Cloudy
5842,5842,2015-09-22 10:00:00.000 +0200,rain,17.755555555555556,17.755555555555556,0.56,7.647500000000001,42.0,16.1,0.0,1013.63,Partly Cloudy
5843,5843,2015-09-22 11:00:00.000 +0200,rain,20.022222222222226,20.022222222222226,0.44,11.8496,64.0,15.552600000000002,0.0,1013.35,Partly Cloudy
5844,5844,2015-09-22 12:00:00.000 +0200,rain,21.06111111111111,21.06111111111111,0.38,10.626,79.0,16.1,0.0,1013.01,Partly Cloudy
5845,5845,2015-09-22 13:00:00.000 +0200,rain,21.06111111111111,21.06111111111111,0.38,4.9910000000000005,102.0,16.1,0.0,1012.59,Mostly Cloudy
5846,5846,2015-09-22 14:00:00.000 +0200,rain,21.14444444444445,21.14444444444445,0.37,5.1681,122.0,15.552600000000002,0.0,1011.89,Mostly Cloudy
5847,5847,2015-09-22 15:00:00.000 +0200,rain,22.22222222222222,22.22222222222222,0.38,10.6421,74.0,16.1,0.0,1011.01,Partly Cloudy
5848,5848,2015-09-22 16:00:00.000 +0200,rain,22.661111111111115,22.661111111111115,0.37,7.760200000000001,82.0,16.1,0.0,1010.22,Partly Cloudy
5849,5849,2015-09-22 17:00:00.000 +0200,rain,22.61666666666666,22.61666666666666,0.4,8.1466,86.0,15.552600000000002,0.0,1009.56,Partly Cloudy
5850,5850,2015-09-22 18:00:00.000 +0200,rain,22.08333333333333,22.08333333333333,0.52,12.3004,140.0,16.1,0.0,1009.23,Mostly Cloudy
5851,5851,2015-09-22 19:00:00.000 +0200,rain,19.72777777777777,19.72777777777777,0.63,9.2897,138.0,10.2557,0.0,1009.22,Mostly Cloudy
5852,5852,2015-09-22 20:00:00.000 +0200,rain,18.5,18.5,0.69,3.4615,119.0,10.577700000000002,0.0,1009.54,Mostly Cloudy
5853,5853,2015-09-22 21:00:00.000 +0200,rain,17.31666666666667,17.31666666666667,0.74,14.49,130.0,15.826300000000002,0.0,1009.41,Clear
5854,5854,2015-09-22 22:00:00.000 +0200,rain,16.86111111111111,16.86111111111111,0.75,6.1502,140.0,16.1,0.0,1009.39,Mostly Cloudy
5855,5855,2015-09-22 23:00:00.000 +0200,rain,15.95,15.95,0.82,6.7298,139.0,15.1823,0.0,1009.25,Partly Cloudy
5856,5856,2015-09-23 00:00:00.000 +0200,rain,15.305555555555555,15.305555555555555,0.81,10.7387,149.0,16.1,0.0,1009.0,Partly Cloudy
5857,5857,2015-09-23 01:00:00.000 +0200,rain,14.261111111111113,14.261111111111113,0.84,6.488300000000001,139.0,15.1823,0.0,1008.89,Clear
5858,5858,2015-09-23 02:00:00.000 +0200,rain,14.449999999999998,14.449999999999998,0.88,10.4811,130.0,11.8818,0.0,1009.22,Partly Cloudy
5859,5859,2015-09-23 03:00:00.000 +0200,rain,15.32777777777778,15.32777777777778,0.82,14.3451,130.0,11.9784,0.0,1008.21,Clear
5860,5860,2015-09-23 04:00:00.000 +0200,rain,14.866666666666664,14.866666666666664,0.84,11.27,130.0,11.9784,0.0,1007.81,Partly Cloudy
5861,5861,2015-09-23 05:00:00.000 +0200,rain,13.838888888888889,13.838888888888889,0.87,6.9069,156.0,11.6886,0.0,1008.11,Partly Cloudy
5862,5862,2015-09-23 06:00:00.000 +0200,rain,12.694444444444445,12.694444444444445,0.96,11.109000000000002,129.0,11.8979,0.0,1008.0,Partly Cloudy
5863,5863,2015-09-23 07:00:00.000 +0200,rain,14.77777777777778,14.77777777777778,0.84,12.3004,130.0,11.8979,0.0,1008.02,Partly Cloudy
5864,5864,2015-09-23 08:00:00.000 +0200,rain,16.75,16.75,0.78,11.7047,150.0,11.6081,0.0,1008.34,Partly Cloudy
5865,5865,2015-09-23 09:00:00.000 +0200,rain,18.71111111111112,18.71111111111112,0.74,20.4953,150.0,12.2199,0.0,1008.43,Partly Cloudy
5866,5866,2015-09-23 10:00:00.000 +0200,rain,22.016666666666666,22.016666666666666,0.65,15.7136,160.0,12.2521,0.0,1008.71,Partly Cloudy
5867,5867,2015-09-23 11:00:00.000 +0200,rain,22.794444444444444,22.794444444444444,0.61,11.5276,209.0,14.731500000000002,0.0,1008.83,Partly Cloudy
5868,5868,2015-09-23 12:00:00.000 +0200,rain,24.86111111111111,24.86111111111111,0.55,10.577700000000002,180.0,14.9086,0.0,1008.71,Partly Cloudy
5869,5869,2015-09-23 13:00:00.000 +0200,rain,25.90555555555555,25.90555555555555,0.48,8.903300000000002,182.0,14.9086,0.0,1008.51,Partly Cloudy
5870,5870,2015-09-23 14:00:00.000 +0200,rain,27.00555555555556,27.03333333333333,0.43,11.3988,163.0,14.5222,0.0,1008.29,Partly Cloudy
5871,5871,2015-09-23 15:00:00.000 +0200,rain,27.08333333333333,27.0,0.42,12.3326,171.0,14.9086,0.0,1007.94,Partly Cloudy
5872,5872,2015-09-23 16:00:00.000 +0200,rain,27.61666666666666,27.366666666666667,0.4,10.5616,202.0,15.1823,0.0,1007.65,Partly Cloudy
5873,5873,2015-09-23 17:00:00.000 +0200,rain,27.116666666666667,26.944444444444443,0.4,8.291500000000001,182.0,14.7637,0.0,1007.65,Partly Cloudy
5874,5874,2015-09-23 18:00:00.000 +0200,rain,24.83333333333333,24.83333333333333,0.51,4.1055,215.0,15.1823,0.0,1007.85,Partly Cloudy
5875,5875,2015-09-23 19:00:00.000 +0200,rain,20.99444444444445,20.99444444444445,0.64,0.1449,340.0,15.1823,0.0,1008.45,Partly Cloudy
5876,5876,2015-09-23 20:00:00.000 +0200,rain,20.03333333333333,20.03333333333333,0.67,6.359500000000001,72.0,14.3612,0.0,1008.95,Partly Cloudy
5877,5877,2015-09-23 21:00:00.000 +0200,rain,19.78888888888889,19.78888888888889,0.69,7.084000000000001,116.0,15.826300000000002,0.0,1009.46,Partly Cloudy
5878,5878,2015-09-23 22:00:00.000 +0200,rain,19.327777777777783,19.327777777777783,0.73,2.5277000000000003,141.0,15.826300000000002,0.0,1010.12,Partly Cloudy
5879,5879,2015-09-23 23:00:00.000 +0200,rain,16.5,16.5,0.83,0.3059,90.0,14.9569,0.0,1010.34,Partly Cloudy
5880,5880,2015-09-24 00:00:00.000 +0200,rain,16.25,16.25,0.81,6.4722,351.0,15.826300000000002,0.0,1010.52,Partly Cloudy
5881,5881,2015-09-24 01:00:00.000 +0200,rain,15.672222222222224,15.672222222222224,0.84,3.1234,36.0,15.826300000000002,0.0,1010.54,Partly Cloudy
5882,5882,2015-09-24 02:00:00.000 +0200,rain,15.627777777777778,15.627777777777778,0.9,6.1985,28.0,14.168000000000005,0.0,1010.85,Partly Cloudy
5883,5883,2015-09-24 03:00:00.000 +0200,rain,15.883333333333336,15.883333333333336,0.87,6.0375000000000005,41.0,14.6832,0.0,1010.85,Partly Cloudy
5884,5884,2015-09-24 04:00:00.000 +0200,rain,14.283333333333337,14.283333333333337,0.9,3.059,29.0,14.5383,0.0,1010.77,Partly Cloudy
5885,5885,2015-09-24 05:00:00.000 +0200,rain,13.55,13.55,0.93,6.2468,8.0,13.8621,0.0,1010.99,Partly Cloudy
5886,5886,2015-09-24 06:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.96,8.1949,347.0,4.4436,0.0,1011.06,Partly Cloudy
5887,5887,2015-09-24 07:00:00.000 +0200,rain,14.772222222222224,14.772222222222224,0.93,8.3076,330.0,4.0733,0.0,1011.56,Mostly Cloudy
5888,5888,2015-09-24 08:00:00.000 +0200,rain,16.644444444444446,16.644444444444446,0.83,10.1752,344.0,5.8604,0.0,1011.69,Mostly Cloudy
5889,5889,2015-09-24 09:00:00.000 +0200,rain,18.688888888888886,18.688888888888886,0.78,11.237800000000002,349.0,7.212800000000001,0.0,1011.96,Partly Cloudy
5890,5890,2015-09-24 10:00:00.000 +0200,rain,21.933333333333337,21.933333333333337,0.68,9.6439,350.0,8.372000000000002,0.0,1011.96,Partly Cloudy
5891,5891,2015-09-24 11:00:00.000 +0200,rain,23.466666666666665,23.466666666666665,0.58,9.177,358.0,12.2521,0.0,1011.74,Partly Cloudy
5892,5892,2015-09-24 12:00:00.000 +0200,rain,25.75,25.75,0.51,12.7351,350.0,15.1823,0.0,1011.59,Partly Cloudy
5893,5893,2015-09-24 13:00:00.000 +0200,rain,25.91111111111111,25.91111111111111,0.5,12.6063,341.0,15.1823,0.0,1011.46,Partly Cloudy
5894,5894,2015-09-24 14:00:00.000 +0200,rain,27.08888888888889,27.21111111111112,0.45,11.7047,338.0,14.7637,0.0,1010.98,Partly Cloudy
5895,5895,2015-09-24 15:00:00.000 +0200,rain,26.072222222222223,26.072222222222223,0.47,12.7512,342.0,16.1,0.0,1010.28,Partly Cloudy
5896,5896,2015-09-24 16:00:00.000 +0200,rain,27.11111111111111,27.183333333333337,0.44,11.1412,322.0,15.1823,0.0,1009.97,Mostly Cloudy
5897,5897,2015-09-24 17:00:00.000 +0200,rain,26.02777777777777,26.02777777777777,0.49,10.448900000000002,306.0,10.577700000000002,0.0,1009.95,Mostly Cloudy
5898,5898,2015-09-24 18:00:00.000 +0200,rain,23.79444444444444,23.79444444444444,0.62,19.964,291.0,10.2557,0.0,1009.8,Mostly Cloudy
5899,5899,2015-09-24 19:00:00.000 +0200,rain,22.15555555555555,22.15555555555555,0.68,15.6009,301.0,15.1823,0.0,1010.18,Mostly Cloudy
5900,5900,2015-09-24 20:00:00.000 +0200,rain,22.072222222222223,22.072222222222223,0.64,13.4757,306.0,12.2843,0.0,1010.42,Overcast
5901,5901,2015-09-24 21:00:00.000 +0200,rain,20.91111111111111,20.91111111111111,0.69,12.7029,320.0,12.2521,0.0,1010.48,Mostly Cloudy
5902,5902,2015-09-24 22:00:00.000 +0200,rain,19.844444444444445,19.844444444444445,0.73,11.2056,311.0,10.2074,0.0,1010.3,Mostly Cloudy
5903,5903,2015-09-24 23:00:00.000 +0200,rain,19.34444444444444,19.34444444444444,0.76,10.2235,322.0,11.8818,0.0,1010.3,Mostly Cloudy
5904,5904,2015-09-25 00:00:00.000 +0200,rain,18.850000000000005,18.850000000000005,0.75,11.1573,322.0,12.2199,0.0,1010.3,Overcast
5905,5905,2015-09-25 01:00:00.000 +0200,rain,18.77777777777778,18.77777777777778,0.78,10.980200000000002,331.0,12.2199,0.0,1010.29,Overcast
5906,5906,2015-09-25 02:00:00.000 +0200,rain,17.488888888888887,17.488888888888887,0.88,15.7619,219.0,11.6886,0.0,1010.96,Overcast
5907,5907,2015-09-25 03:00:00.000 +0200,rain,16.65,16.65,0.86,16.2127,240.0,11.9784,0.0,1011.35,Overcast
5908,5908,2015-09-25 04:00:00.000 +0200,rain,15.605555555555558,15.605555555555558,0.9,13.2986,251.0,11.9784,0.0,1011.12,Overcast
5909,5909,2015-09-25 05:00:00.000 +0200,rain,14.55,14.55,0.93,15.5848,290.0,11.640300000000002,0.0,1010.65,Overcast
5910,5910,2015-09-25 06:00:00.000 +0200,rain,14.033333333333331,14.033333333333331,0.93,3.4132,10.0,5.1681,0.0,1010.66,Overcast
5911,5911,2015-09-25 07:00:00.000 +0200,rain,15.055555555555555,15.055555555555555,0.93,8.4042,188.0,5.0876,0.0,1011.88,Overcast
5912,5912,2015-09-25 08:00:00.000 +0200,rain,15.916666666666666,15.916666666666666,0.89,7.840700000000001,194.0,7.1806,0.0,1012.31,Mostly Cloudy
5913,5913,2015-09-25 09:00:00.000 +0200,rain,16.094444444444445,16.094444444444445,0.93,11.9784,178.0,9.5634,0.0,1012.13,Overcast
5914,5914,2015-09-25 10:00:00.000 +0200,rain,16.094444444444445,16.094444444444445,0.94,14.5222,200.0,9.6117,0.0,1012.33,Overcast
5915,5915,2015-09-25 11:00:00.000 +0200,rain,16.105555555555558,16.105555555555558,0.93,15.005200000000002,214.0,9.1287,0.0,1012.81,Overcast
5916,5916,2015-09-25 12:00:00.000 +0200,rain,17.200000000000003,17.200000000000003,0.88,12.0106,229.0,9.5795,0.0,1013.09,Overcast
5917,5917,2015-09-25 13:00:00.000 +0200,rain,17.200000000000003,17.200000000000003,0.82,13.6367,229.0,9.5956,0.0,1012.92,Overcast
5918,5918,2015-09-25 14:00:00.000 +0200,rain,17.294444444444444,17.294444444444444,0.82,11.9623,234.0,9.2092,0.0,1013.16,Overcast
5919,5919,2015-09-25 15:00:00.000 +0200,rain,17.76111111111111,17.76111111111111,0.84,12.1555,220.0,9.7083,0.0,1013.46,Overcast
5920,5920,2015-09-25 16:00:00.000 +0200,rain,17.666666666666668,17.666666666666668,0.79,10.787,239.0,9.7566,0.0,1013.12,Overcast
5921,5921,2015-09-25 17:00:00.000 +0200,rain,17.144444444444446,17.144444444444446,0.82,10.5616,270.0,9.2575,0.0,1013.02,Overcast
5922,5922,2015-09-25 18:00:00.000 +0200,rain,17.066666666666666,17.066666666666666,0.82,4.524100000000001,223.0,8.790600000000001,0.0,1012.48,Overcast
5923,5923,2015-09-25 19:00:00.000 +0200,rain,16.044444444444444,16.044444444444444,0.87,9.0643,251.0,4.781700000000001,0.0,1013.47,Overcast
5924,5924,2015-09-25 20:00:00.000 +0200,rain,15.916666666666666,15.916666666666666,0.89,8.3398,262.0,5.957000000000001,0.0,1013.76,Overcast
5925,5925,2015-09-25 21:00:00.000 +0200,rain,15.97222222222222,15.97222222222222,0.88,3.4293,256.0,8.7423,0.0,1014.51,Overcast
5926,5926,2015-09-25 22:00:00.000 +0200,rain,15.466666666666669,15.466666666666669,0.9,6.0697,279.0,6.9069,0.0,1014.63,Overcast
5927,5927,2015-09-25 23:00:00.000 +0200,rain,14.927777777777775,14.927777777777775,0.93,3.4937,260.0,8.919400000000001,0.0,1014.82,Mostly Cloudy
5928,5928,2015-09-26 00:00:00.000 +0200,rain,14.422222222222224,14.422222222222224,0.93,6.166300000000001,260.0,6.9069,0.0,1014.42,Overcast
5929,5929,2015-09-26 01:00:00.000 +0200,rain,14.422222222222224,14.422222222222224,0.93,6.021400000000001,270.0,4.9105,0.0,1014.13,Overcast
5930,5930,2015-09-26 02:00:00.000 +0200,rain,14.427777777777775,14.427777777777775,0.96,6.2146,267.0,4.459700000000001,0.0,1014.25,Overcast
5931,5931,2015-09-26 03:00:00.000 +0200,rain,14.422222222222224,14.422222222222224,0.94,5.8443000000000005,232.0,4.83,0.0,1013.95,Overcast
5932,5932,2015-09-26 04:00:00.000 +0200,rain,14.422222222222224,14.422222222222224,0.96,3.0429,244.0,3.912300000000001,0.0,1014.02,Overcast
5933,5933,2015-09-26 05:00:00.000 +0200,rain,13.944444444444445,13.944444444444445,0.96,5.618900000000001,245.0,4.4758,0.0,1014.16,Overcast
5934,5934,2015-09-26 06:00:00.000 +0200,rain,13.916666666666664,13.916666666666664,1.0,3.1556,252.0,3.0107000000000004,0.0,1014.01,Foggy
5935,5935,2015-09-26 07:00:00.000 +0200,rain,13.916666666666664,13.916666666666664,1.0,8.8228,211.0,3.0107000000000004,0.0,1014.3,Foggy
5936,5936,2015-09-26 08:00:00.000 +0200,rain,13.994444444444444,13.994444444444444,0.94,8.903300000000002,226.0,7.0196000000000005,0.0,1014.57,Overcast
5937,5937,2015-09-26 09:00:00.000 +0200,rain,13.93888888888889,13.93888888888889,1.0,9.0482,231.0,9.6117,0.0,1014.73,Overcast
5938,5938,2015-09-26 10:00:00.000 +0200,rain,14.955555555555556,14.955555555555556,0.93,4.1377,262.0,9.6761,0.0,1015.14,Overcast
5939,5939,2015-09-26 11:00:00.000 +0200,rain,15.961111111111109,15.961111111111109,0.88,1.3524,288.0,9.8693,0.0,1015.61,Overcast
5940,5940,2015-09-26 12:00:00.000 +0200,rain,15.97222222222222,15.97222222222222,0.87,3.3649,75.0,9.982,0.0,1015.65,Overcast
5941,5941,2015-09-26 13:00:00.000 +0200,rain,15.994444444444444,15.994444444444444,0.88,4.8461,96.0,9.982,0.0,1015.65,Overcast
5942,5942,2015-09-26 14:00:00.000 +0200,rain,17.33888888888889,17.33888888888889,0.81,4.2343,49.0,10.3523,0.0,1015.69,Overcast
5943,5943,2015-09-26 15:00:00.000 +0200,rain,17.016666666666666,17.016666666666666,0.82,4.6046000000000005,50.0,9.8532,0.0,1015.58,Mostly Cloudy
5944,5944,2015-09-26 16:00:00.000 +0200,rain,15.994444444444444,15.994444444444444,0.87,6.9874,169.0,9.7566,0.0,1015.88,Overcast
5945,5945,2015-09-26 17:00:00.000 +0200,rain,15.988888888888887,15.988888888888887,0.89,2.0286,137.0,9.7566,0.0,1016.32,Mostly Cloudy
5946,5946,2015-09-26 18:00:00.000 +0200,rain,15.95,15.95,0.87,3.4776,45.0,9.7566,0.0,1016.78,Overcast
5947,5947,2015-09-26 19:00:00.000 +0200,rain,14.86111111111111,14.86111111111111,0.93,14.3451,30.0,9.7566,0.0,1017.47,Overcast
5948,5948,2015-09-26 20:00:00.000 +0200,rain,14.97777777777778,14.97777777777778,0.94,8.4364,29.0,9.0965,0.0,1018.0,Overcast
5949,5949,2015-09-26 21:00:00.000 +0200,rain,14.905555555555551,14.905555555555551,0.93,12.2843,18.0,9.982,0.0,1018.66,Overcast
5950,5950,2015-09-26 22:00:00.000 +0200,rain,14.883333333333333,14.883333333333333,0.91,13.6689,10.0,15.826300000000002,0.0,1018.88,Overcast
5951,5951,2015-09-26 23:00:00.000 +0200,rain,14.355555555555558,14.355555555555558,0.89,12.3004,30.0,13.9748,0.0,1019.26,Overcast
5952,5952,2015-09-27 00:00:00.000 +0200,rain,14.327777777777776,14.327777777777776,0.88,14.1036,29.0,15.826300000000002,0.0,1019.46,Overcast
5953,5953,2015-09-27 01:00:00.000 +0200,rain,14.327777777777776,14.327777777777776,0.88,13.6528,29.0,15.826300000000002,0.0,1019.56,Mostly Cloudy
5954,5954,2015-09-27 02:00:00.000 +0200,rain,14.266666666666667,14.266666666666667,0.89,6.4561,19.0,14.4095,0.0,1019.83,Mostly Cloudy
5955,5955,2015-09-27 03:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.91,10.6421,28.0,15.826300000000002,0.0,1019.96,Overcast
5956,5956,2015-09-27 04:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.93,10.7387,9.0,15.826300000000002,0.0,1019.97,Mostly Cloudy
5957,5957,2015-09-27 05:00:00.000 +0200,rain,13.827777777777778,13.827777777777778,0.94,12.8961,0.0,14.4095,0.0,1020.35,Mostly Cloudy
5958,5958,2015-09-27 06:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.9,16.711800000000004,0.0,9.982,0.0,1020.66,Mostly Cloudy
5959,5959,2015-09-27 07:00:00.000 +0200,rain,13.794444444444444,13.794444444444444,0.78,16.7601,19.0,10.2557,0.0,1020.88,Mostly Cloudy
5960,5960,2015-09-27 08:00:00.000 +0200,rain,13.761111111111113,13.761111111111113,0.8,14.9086,18.0,9.6761,0.0,1021.42,Mostly Cloudy
5961,5961,2015-09-27 09:00:00.000 +0200,rain,14.86111111111111,14.86111111111111,0.73,19.7708,10.0,10.2557,0.0,1021.96,Mostly Cloudy
5962,5962,2015-09-27 10:00:00.000 +0200,rain,15.955555555555556,15.955555555555556,0.69,26.9997,20.0,9.982,0.0,1021.99,Mostly Cloudy
5963,5963,2015-09-27 11:00:00.000 +0200,rain,16.06666666666667,16.06666666666667,0.72,24.5525,19.0,10.3523,0.0,1021.91,Mostly Cloudy
5964,5964,2015-09-27 12:00:00.000 +0200,rain,17.17777777777778,17.17777777777778,0.64,24.9389,20.0,9.982,0.0,1022.0,Mostly Cloudy
5965,5965,2015-09-27 13:00:00.000 +0200,rain,17.711111111111112,17.711111111111112,0.61,27.8691,21.0,9.982,0.0,1022.1,Mostly Cloudy
5966,5966,2015-09-27 14:00:00.000 +0200,rain,17.655555555555555,17.655555555555555,0.6,27.128500000000003,18.0,10.3523,0.0,1021.99,Mostly Cloudy
5967,5967,2015-09-27 15:00:00.000 +0200,rain,17.711111111111112,17.711111111111112,0.56,27.9335,21.0,9.982,0.0,1022.1,Mostly Cloudy
5968,5968,2015-09-27 16:00:00.000 +0200,rain,17.17777777777778,17.17777777777778,0.63,24.488100000000003,11.0,10.2557,0.0,1022.4,Overcast
5969,5969,2015-09-27 17:00:00.000 +0200,rain,17.044444444444444,17.044444444444444,0.59,21.992600000000003,2.0,10.577700000000002,0.0,1022.58,Mostly Cloudy
5970,5970,2015-09-27 18:00:00.000 +0200,rain,16.016666666666666,16.016666666666666,0.59,21.3486,1.0,10.2557,0.0,1022.91,Overcast
5971,5971,2015-09-27 19:00:00.000 +0200,rain,14.97777777777778,14.97777777777778,0.63,19.8996,1.0,10.2557,0.0,1023.31,Overcast
5972,5972,2015-09-27 20:00:00.000 +0200,rain,14.949999999999998,14.949999999999998,0.61,23.5221,1.0,10.577700000000002,0.0,1023.75,Overcast
5973,5973,2015-09-27 21:00:00.000 +0200,rain,13.88888888888889,13.88888888888889,0.65,21.5096,1.0,10.2557,0.0,1024.11,Overcast
5974,5974,2015-09-27 22:00:00.000 +0200,rain,14.349999999999998,14.349999999999998,0.61,19.7708,0.0,16.1,0.0,1024.22,Overcast
5975,5975,2015-09-27 23:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.63,16.2127,358.0,15.552600000000002,0.0,1024.21,Overcast
5976,5976,2015-09-28 00:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.62,19.931800000000003,0.0,16.1,0.0,1024.13,Overcast
5977,5977,2015-09-28 01:00:00.000 +0200,rain,13.311111111111112,13.311111111111112,0.66,16.9694,340.0,16.1,0.0,1024.13,Overcast
5978,5978,2015-09-28 02:00:00.000 +0200,rain,13.294444444444444,13.294444444444444,0.68,18.8531,351.0,15.1823,0.0,1024.24,Overcast
5979,5979,2015-09-28 03:00:00.000 +0200,rain,13.28888888888889,13.28888888888889,0.69,19.7869,350.0,16.1,0.0,1024.23,Overcast
5980,5980,2015-09-28 04:00:00.000 +0200,rain,13.266666666666667,13.266666666666667,0.67,16.9533,350.0,16.1,0.0,1024.14,Overcast
5981,5981,2015-09-28 05:00:00.000 +0200,rain,12.744444444444444,12.744444444444444,0.67,18.7887,351.0,15.1823,0.0,1024.24,Overcast
5982,5982,2015-09-28 06:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.69,20.0445,350.0,10.2557,0.0,1024.53,Overcast
5983,5983,2015-09-28 07:00:00.000 +0200,rain,12.711111111111112,12.711111111111112,0.69,15.617,350.0,10.2557,0.0,1024.74,Overcast
5984,5984,2015-09-28 08:00:00.000 +0200,rain,12.17777777777778,12.17777777777778,0.74,16.6796,350.0,10.2235,0.0,1024.9,Overcast
5985,5985,2015-09-28 09:00:00.000 +0200,rain,12.266666666666666,12.266666666666666,0.73,23.2967,0.0,10.2557,0.0,1025.02,Overcast
5986,5986,2015-09-28 10:00:00.000 +0200,rain,12.33888888888889,12.33888888888889,0.79,23.4899,0.0,16.1,0.0,1025.31,Overcast
5987,5987,2015-09-28 11:00:00.000 +0200,rain,12.761111111111113,12.761111111111113,0.72,25.051600000000004,1.0,14.586600000000002,0.0,1025.31,Overcast
5988,5988,2015-09-28 12:00:00.000 +0200,rain,12.894444444444446,12.894444444444446,0.76,25.035500000000003,1.0,15.826300000000002,0.0,1025.52,Overcast
5989,5989,2015-09-28 13:00:00.000 +0200,rain,12.405555555555557,12.405555555555557,0.79,32.3932,11.0,9.982,0.0,1025.71,Breezy and Overcast
5990,5990,2015-09-28 14:00:00.000 +0200,rain,11.505555555555556,11.505555555555556,0.9,22.475600000000004,1.0,9.6278,0.0,1025.63,Overcast
5991,5991,2015-09-28 15:00:00.000 +0200,rain,12.333333333333336,12.333333333333336,0.85,21.847700000000003,352.0,9.982,0.0,1025.51,Overcast
5992,5992,2015-09-28 16:00:00.000 +0200,rain,12.316666666666668,12.316666666666668,0.85,20.5919,2.0,9.982,0.0,1025.31,Overcast
5993,5993,2015-09-28 17:00:00.000 +0200,rain,11.400000000000002,11.400000000000002,0.92,22.4273,0.0,9.0965,0.0,1025.12,Overcast
5994,5994,2015-09-28 18:00:00.000 +0200,rain,11.25,11.25,0.91,23.312800000000003,1.0,9.982,0.0,1025.33,Overcast
5995,5995,2015-09-28 19:00:00.000 +0200,rain,12.755555555555556,12.755555555555556,0.77,25.0194,11.0,9.982,0.0,1025.54,Overcast
5996,5996,2015-09-28 20:00:00.000 +0200,rain,12.550000000000002,12.550000000000002,0.75,19.32,9.0,9.7405,0.0,1025.78,Overcast
5997,5997,2015-09-28 21:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.72,23.312800000000003,11.0,10.2557,0.0,1025.76,Overcast
5998,5998,2015-09-28 22:00:00.000 +0200,rain,12.22222222222222,12.22222222222222,0.76,20.4792,11.0,16.1,0.0,1025.84,Overcast
5999,5999,2015-09-28 23:00:00.000 +0200,rain,11.244444444444447,11.244444444444447,0.83,23.457700000000003,11.0,14.699300000000004,0.0,1025.87,Overcast
6000,6000,2015-09-29 00:00:00.000 +0200,rain,11.205555555555556,11.205555555555556,0.82,20.608000000000004,11.0,16.1,0.0,1025.92,Overcast
6001,6001,2015-09-29 01:00:00.000 +0200,rain,11.183333333333334,11.183333333333334,0.82,24.890600000000003,21.0,16.1,0.0,1025.73,Overcast
6002,6002,2015-09-29 02:00:00.000 +0200,rain,10.72222222222222,10.72222222222222,0.86,19.32,12.0,13.685,0.0,1025.78,Overcast
6003,6003,2015-09-29 03:00:00.000 +0200,rain,10.65,10.65,0.88,20.2377,21.0,14.9086,0.0,1025.8,Overcast
6004,6004,2015-09-29 04:00:00.000 +0200,rain,10.116666666666667,10.116666666666667,0.92,20.0928,21.0,9.982,0.0,1025.6,Overcast
6005,6005,2015-09-29 05:00:00.000 +0200,rain,10.2,10.2,0.92,19.126800000000003,21.0,9.7405,0.0,1025.65,Overcast
6006,6006,2015-09-29 06:00:00.000 +0200,rain,10.13888888888889,10.13888888888889,0.92,22.024800000000003,21.0,9.982,0.0,1025.69,Overcast
6007,6007,2015-09-29 07:00:00.000 +0200,rain,10.116666666666667,10.116666666666667,0.92,17.5329,21.0,10.2557,0.0,1025.99,Overcast
6008,6008,2015-09-29 08:00:00.000 +0200,rain,10.144444444444442,10.144444444444442,0.93,16.9533,21.0,4.1216,0.0,1026.23,Overcast
6009,6009,2015-09-29 09:00:00.000 +0200,rain,10.094444444444443,10.094444444444443,0.92,23.4899,30.0,5.490100000000001,0.0,1026.79,Overcast
6010,6010,2015-09-29 10:00:00.000 +0200,rain,11.161111111111111,11.161111111111111,0.92,21.960400000000003,31.0,8.1305,0.0,1026.99,Overcast
6011,6011,2015-09-29 11:00:00.000 +0200,rain,12.1,12.1,0.87,16.840600000000002,31.0,8.774500000000002,0.0,1027.12,Overcast
6012,6012,2015-09-29 12:00:00.000 +0200,rain,12.85,12.85,0.82,25.035500000000003,31.0,9.982,0.0,1027.1,Overcast
6013,6013,2015-09-29 13:00:00.000 +0200,rain,13.93888888888889,13.93888888888889,0.82,21.815500000000004,51.0,9.982,0.0,1027.1,Mostly Cloudy
